#CRTS ID,RA (J2000),Dec (J2000),UT Date,Mag,CSS images,SDSS,Others,Followed,Last,LC,FC,Classification
CSS120828:000010-215515,0.04323,-21.92087,20120828.38,17.02,1208280210014111715,no,11171,no,2016-10-22,11171,yes,Var
CSS100910:000025+332543,0.1028,33.42861,20100910.42,15.85,1009101320014148188,yes,14818,no,2016-11-05,14818,yes,"CV SDSS mag 20,5"
CSS101127:000130+050624,0.37695,5.10657,20101127.21,15.68,1011271040014129121,no,12912,yes,2016-11-06,12912,yes,"CV mag 20,0"
CSS160709:000132+211336,0.38474,21.2268,20160709.45,17.21,1607091210014124380,yes,12438,no,2016-11-05,12438,yes,Blazar CRATES_J0001+2113
CSS110926:000156+065236,0.48205,6.87665,20110926.3,19.35,1109261070014122864,no,12286,yes,2016-11-06,12286,yes,"SN 2011hl SDSS mag 15,7 2MASX_00015920"
CSS151109:000251+102403,0.71102,10.40078,20151109.23,18.8,1511091090014127873,no,12787,no,2016-11-06,12787,yes,SN SDSS mag >22
CSS151119:000257+323253,0.73631,32.54794,20151119.13,18.8,1511191320014127170,yes,12717,no,2016-11-05,12717,yes,"SN SDSS mag 22,2"
CSS111006:000521+264916,1.33747,26.82104,20111006.18,17.75,1110061260014124074,yes,12407,yes,2016-10-29,12407,yes,"AGN SDSS mag 19,3"
CSS130915:000549+095109,1.45449,9.85241,20130915.34,19.44,1309151090014120286,no,12028,no,2016-11-06,12028,yes,"SN SDSS mag 16,7"
CSS160922:000554+082548,1.47332,8.4301,20160922.32,17.71,1609221070014133607,no,13360,no,2016-11-06,13360,yes,"SN SDSS mag 21,1"
CSS100602:000700+192818,1.7483,19.4716,20100602.45,17.74,1006021180014134943,yes,13494,yes,2016-11-05,13494,yes,"CV mag 20,5"
CSS131012:000714-161753,1.80709,-16.29795,20131012.21,19.44,1310120150014110189,no,11018,no,2016-11-04,11018,yes,SN mag >21
CSS141025:000720+315242,1.83133,31.8784,20141025.29,18.27,1410251320014115813,no,11581,no,2016-11-05,11581,yes,"SN SDSS mag 20,3"
CSS110921:000721+200722,1.83643,20.12269,20110921.27,17.07,1109211210014107917,yes,10791,yes,2016-11-05,10791,yes,"CV SDSS mag 21,1"
CSS101008:000728+291420,1.86647,29.23899,20101008.29,13.19,1010081290014121920,no,12192,no,2016-11-05,12192,yes,HPM LHS 103
CSS151119:000729+291415,1.86891,29.23742,20151119.13,13.07,1511191290014117518,no,11751,no,2016-11-05,11751,yes,HPM LHS_103
CSS151203:000742+122809,1.92595,12.46907,20151203.07,19.41,1512031120014116775,no,11677,no,2016-11-06,11677,yes,"AGN SDSS 20,5"
CSS131025:000816-033618,2.06714,-3.60505,20131025.21,17.18,1310250040014131234,no,13123,no,2016-11-06,13123,yes,"SN (spec) SDSS mag 19,5"
CSS121021:000904+062821,2.26632,6.47258,20121021.4,17.39,1210211070014111403,yes,11140,no,2016-11-06,11140,yes,"blazar SDSS mag 18,9"
CSS151130:000911+300308,2.2956,30.0523,20151130.21,17.5,1511301290014130643,no,13064,no,2016-11-05,13064,yes,"CV SDSS mag 19,9"
CSS131012:000918-194224,2.3262,-19.70678,20131012.22,13.89,1310120180014101233,no,10123,no,2016-10-22,10123,yes,HPM LHS_105
CSS101007:000938-121017,2.40936,-12.1713,20101007.24,14.61,1010070120014131116,no,13111,yes,2016-11-04,13111,yes,CV mag 20
CSS091120:000945+402928,2.43941,40.49111,20091120.23,17.85,911201400014122995,no,22995,yes,2016-11-05,22995,yes,CV mag 21 DSS
CSS091120:001019+410455,2.58044,41.08191,20091120.23,16.69,911201400014137919,no,37919,yes,2016-11-05,37919,yes,"CV mag 20,0"
CSS140831:001029+204750,2.61974,20.7972,20140831.39,17.6,1408311210014119351,yes,11935,no,2016-11-05,11935,yes,"Blazar SDSS mag 19,3"
CSS101008:001049+141039,2.70517,14.17756,20101008.29,19.41,1010081150014101355,yes,10135,yes,2016-11-06,10135,yes,"SN SDSS mag 17,7"
CSS101104:001051+214127,2.71127,21.69082,20101104.22,19.67,1011041210014132134,yes,13213,no,2016-11-05,13213,yes,"SN SDSS mag 21,3"
CSS120118:001111+313030,2.79376,31.50829,20120118.14,18.97,1201181320014109239,no,10923,yes,2016-11-05,10923,yes,"AGN SDSS mag 19,9"
CSS090919:001141-070346,2.92108,-7.06275,20090919.29,18.25,909190070024118250,yes,18250,yes,2016-11-06,18250,yes,SN SDSS mag 21 gal
CSS101111:001158+315544,2.99282,31.9289,20101111.19,18.13,1011111320014118756,no,11875,yes,2016-11-05,11875,yes,"CV mag 20,5"
CSS121006:001234+375013,3.14012,37.83702,20121006.32,16.94,1210061380014126444,no,12644,no,2016-11-05,12644,yes,"CV mag 19,5"
CSS090925:001259+144121,3.24775,14.68924,20090925.21,18.69,909251150024109266,yes,9266,yes,2016-11-06,9266,yes,SN 2009lz SDSS mag >22
CSS101201:001311+212108,3.29428,21.35224,20101201.18,17.92,1012011210024127861,yes,12786,no,2016-11-05,12786,yes,CV mag 21
CSS101111:001340+332124,3.41491,33.35653,20101111.19,18.34,1011111320024146366,yes,14636,yes,2016-11-05,14636,yes,"CV mag 20,5"
CSS121213:001450-083824,3.70999,-8.63994,20121213.1,18.04,1212130090024144127,yes,14412,no,2016-11-04,14412,yes,"HPM mag 18,0"
CSS150920:001451-083824,3.71108,-8.63998,20150920.33,18.0,1509200090024140166,yes,14016,no,2016-11-04,14016,yes,"HPM SDSS mag 20,1"
CSS090918:001538+263657,3.90943,26.61578,20090918.24,13.34,909181260024124094,no,24094,no,2016-10-29,24094,yes,CV 1RXS_J001538+263656 mag 18
CSS100910:001539+271250,3.91308,27.21389,20100910.43,18.13,1009101260024128411,no,12841,yes,2016-10-29,12841,yes,"SN 2MASX_J00153655+2714265 mag 16,5 z=0,024"
CSS151008:001611+153658,4.04583,15.61606,20151008.34,18.64,1510081150024124861,yes,12486,no,2016-11-06,12486,yes,"SN (PS15bui) SDSS mag 20,4"
CSS151118:001625+113202,4.10446,11.53402,20151118.14,18.59,1511181120024103505,no,10350,no,2016-11-06,10350,yes,"Flare SDSS mag 20,6"
CSS091119:001627+222610,4.1107,22.43613,20091119.2,17.48,911191210024141794,yes,41794,yes,2016-11-05,41794,yes,"SN 2009lv SDSS mag 18,8"
CSS080202:001637+185615,4.15368,18.93756,20080202.08,19.13,802021180024125831,yes,25831,no,2016-11-05,25831,no,CV SDSS mag > 22
CSS081028:001654+351902,4.2246,35.31716,20081028.26,20.16,810281350024129850,yes,29850,no,2016-11-05,29850,no,Var red SDSS mag 24
CSS150918:001715+063615,4.31363,6.60405,20150918.3,18.73,1509181070024115810,yes,11581,no,2016-11-06,11581,yes,"AGN SDSS mag 20,1"
CSS111127:001754+134739,4.47312,13.79419,20111127.19,18.54,1111271120024141105,yes,14110,no,2016-11-06,14110,yes,"SN SDSS mag 20,8"
CSS130627:001809+274920,4.5389,27.82209,20130627.43,17.61,1306271260024129130,no,12913,no,2016-10-29,12913,yes,"AGN SDSS mag 18,2"
CSS101107:001828+215519,4.61816,21.92205,20101107.25,19.37,1011071210024138139,yes,13813,yes,2016-11-05,13813,yes,CV mag 21
CSS160102:001836+144801,4.64869,14.80021,20160102.15,19.16,1601021150024109668,yes,10966,no,2016-11-06,10966,yes,"AGN SDSS mag 20,0"
CSS160714:001857+032007,4.73896,3.3353,20160714.46,18.56,1607141040024107869,no,10786,no,2016-11-06,10786,yes,"SN SDSS mag 21,2"
CSS160112:001859+303200,4.74455,30.53346,20160112.1,16.59,1601121290024142419,yes,14241,no,2016-11-05,14241,yes,SN SDSS mag >22
CSS140925:001916+154520,4.81591,15.75567,20140925.22,18.04,1409251150024128539,yes,12853,no,2016-11-06,12853,yes,"CV (spec) SDSS mag 22,1"
CSS120131:001952+433901,4.96768,43.65038,20120131.09,15.58,1201311430024134321,no,13432,no,2016-10-23,13432,yes,"CV DSS mag 21,5"
CSS121106:002030+330455,5.12703,33.08203,20121106.27,13.91,1211061320024142735,yes,14273,yes,2016-11-05,14273,yes,HPM LHS_112
CSS071204:002043+102044,5.17794,10.34559,20071204.13,18.15,712041090024121895,no,21895,no,2016-11-06,21895,no,SN no PQ source mag >22
CSS110918:002046+065605,5.1916,6.93477,20110918.44,18.61,1109181070024115267,yes,11526,no,2016-11-06,11526,yes,"SN 2011gr 2MASX_J002044 SDSS mag 16,2"
CSS101105:002052+333935,5.21755,33.65985,20101105.18,18.16,1011051320024147567,yes,14756,yes,2016-11-05,14756,yes,"SN 2010le SDSS mag 19,9"
CSS081009:002151-163204,5.46414,-16.53438,20081009.21,18.96,810090150024205441,yes,5441,yes,2016-11-04,5441,no,"SN SDSS mag 20,7 gal"
CSS080906:002155-085858,5.47897,-8.98287,20080906.31,17.88,809060090024127492,no,27492,no,2016-11-04,27492,no,"Flare mag 19,9 star"
CSS100611:002232+060805,5.63521,6.13467,20100611.45,17.35,1006111070024108613,yes,10861,yes,2016-11-06,10861,yes,"Blazar B0019+058 mag 18,4"
CSS111119:002254+135222,5.72614,13.87289,20111119.16,18.28,1111191120034144818,yes,14481,yes,2016-11-06,14481,yes,"SN 2011jd SDSS mag 20,0"
CSS151107:002332+421656,5.88189,42.28227,20151107.16,18.77,1511071400024170741,no,17074,no,2016-11-05,17074,yes,SN mag 21
CSS071204:002439+055455,6.16236,5.91524,20071204.12,19.03,712041070034104055,yes,4055,no,2016-11-06,4055,no,SN (MLS) SDSS mag >22
CSS081123:002500+073350,6.25075,7.5638,20081123.14,16.86,811231070034125394,yes,25394,yes,2016-11-06,25394,no,"CV PQ blue obj mag 19,2"
CSS141025:002555+430722,6.47723,43.12268,20141025.29,18.31,1410251430024122277,no,12227,no,2016-10-23,12227,yes,HPM
CSS080110:002612+084011,6.55019,8.66979,20080110.12,17.46,801101090034102239,yes,2239,yes,2016-11-06,2239,no,"Flare SDSS mag >22,5"
CSS121112:002624+163027,6.5994,16.5076,20121112.14,17.45,1211121150034142136,no,14213,yes,2016-11-06,14213,yes,"SN SDSS mag 19,3"
CSS091026:002637+242916,6.6544,24.48776,20091026.25,17.68,910261230034129795,yes,29795,yes,2016-11-05,29795,yes,"Var SDSS mag 18,4"
CSS121113:002650+323709,6.70638,32.61928,20121113.21,17.61,1211131320034233281,yes,23328,yes,2016-11-05,23328,yes,"Flare SDSS mag 20,2"
CSS071218:002655+361959,6.7282,36.33299,20071218.14,19.71,712181350024142260,yes,42260,no,2016-11-05,42260,no,"SN SDSS mag 21,0 gal"
CSS101212:002657+284933,6.73562,28.82583,20101212.07,18.52,1012121290034112135,no,11213,yes,2016-11-05,11213,yes,"CV SDSS mag 21,5"
CSS110701:002733+045913,6.88844,4.98707,20110701.44,19.27,1107011040034131568,yes,13156,no,2016-11-06,13156,yes,"Blazar SDSS mag 20,1"
CSS120103:002748-055559,6.95168,-5.93305,20120103.12,17.18,1201030070034134767,no,13476,yes,2016-11-06,13476,yes,"Blazar SDSS mag 18,7"
CSS151001:002755+145222,6.97981,14.87278,20151001.34,19.21,1510011150034109982,yes,10998,no,2016-11-06,10998,yes,"SN SDSS mag 21,5"
CSS140104:002811-041606,7.04543,-4.26839,20140104.1,19.37,1401040040034119943,no,11994,no,2016-11-06,11994,yes,"SN (spec) SDSS mag 21,9"
CSS140925:002812+070944,7.04984,7.16218,20140925.36,17.02,1409251070034124903,yes,12490,no,2016-11-06,12490,yes,"SN (spec) SDSS mag 20,3"
CSS100116:002819+120626,7.07742,12.10724,20100116.15,18.77,1001161120034110404,no,11040,no,2016-11-06,11040,yes,SN mag 17 gal
CSS160615:002833+294920,7.13772,29.82227,20160615.43,18.58,1606151290034128793,no,12879,no,2016-11-05,12879,yes,"SN SDSS mag 21,6"
CSS140906:002852+275552,7.21828,27.93102,20140906.32,18.12,1409061260034240176,no,24017,no,2016-11-05,24017,yes,SN SDSS mag 21
CSS131009:002924+203052,7.34974,20.51454,20131009.31,20.04,1310091210034112233,no,11223,no,2016-11-05,11223,yes,"AGN SDSS mag 21,2"
CSS101111:002928+151707,7.36668,15.2853,20101111.16,19.75,1011111150034118129,yes,11812,yes,2016-11-06,11812,yes,"SN SDSS mag 21,1"
CSS090919:002956-043451,7.48351,-4.58075,20090919.3,18.38,909190040034115578,no,15578,yes,2016-11-06,15578,yes,"SN 2009jd mag 16,5 2MASXi_J0029552-043511"
CSS111224:003027+180841,7.61147,18.14474,20111224.09,17.83,1112241180034118508,no,11850,yes,2016-11-05,11850,yes,"Flare SDSS mag 21,7"
CSS131208:003036+254419,7.6516,25.7386,20131208.11,19.17,1312081260034105949,yes,10594,no,2016-11-05,10594,yes,"SN SDSS mag 20,7"
CSS120925:003040+123156,7.66862,12.53233,20120925.37,18.94,1209251120034120839,no,12083,yes,2016-11-06,12083,yes,"SN SDSS mag 20,3"
CSS150924:003048+034703,7.69966,3.78407,20150924.28,16.28,1509241040034112180,yes,11218,no,2016-11-06,11218,yes,HPM
CSS130904:003056+231746,7.73256,23.2961,20130904.35,17.77,1309041230034113932,yes,11393,no,2016-11-05,11393,yes,"CV SDSS mag 22,3"
CSS121019:003101+200544,7.75577,20.09561,20121019.26,19.25,1210191210034106470,no,10647,no,2016-11-05,10647,yes,"AGN SDSS mag 21,0"
CSS130902:003132+102809,7.88518,10.46904,20130902.4,19.28,1309021090034133655,no,13365,no,2016-11-06,13365,yes,"AGN SDSS mag 20,4"
CSS091220:003204+314510,8.01515,31.7529,20091220.13,16.0,912201320034112505,no,12505,yes,2016-11-05,12505,yes,"CV mag 18,8"
CSS131025:003216-074653,8.06874,-7.78149,20131025.21,18.2,1310250070034110542,yes,11054,no,2016-11-06,11054,yes,"SN (spec) SDSS mag 19,9"
CSS090916:003227-132011,8.11166,-13.33644,20090916.29,18.59,909160120034110694,no,10694,no,2016-11-04,10694,yes,"SN mag 20,0"
CSS120915:003303-064006,8.26125,-6.6684,20120915.33,19.07,1209150070034133708,yes,13370,no,2016-11-06,13370,yes,"SN SDSS mag 20,2"
CSS121106:003304+312335,8.26584,31.39314,20121106.3,18.94,1211061320034107388,no,10738,yes,2016-11-05,10738,yes,"SN SDSS mag 21,5"
CSS110115:003304+380106,8.26665,38.01821,20110115.21,15.97,1101151380034121388,yes,12138,no,2016-11-05,12138,yes,"CV SDSS mag 20,7"
CSS120104:003320+034817,8.33141,3.80483,20120104.1,17.82,1201041040034112466,yes,11246,yes,2016-11-06,11246,yes,"SN 2012F SDSS mag 20,1"
CSS071109:003334+214127,8.39316,21.69074,20071109.27,18.81,711091210034126490,yes,26490,no,2016-11-05,26490,no,"SN SDSS mag 16,4 2MASX_J00333356"
CSS120126:003431+302406,8.62847,30.40173,20120126.12,17.07,1201261290034138053,no,13805,no,2016-11-05,13805,yes,SN 2012K (Master) mag 14
CSS081031:003500+273620,8.74985,27.60554,20081031.26,18.22,810311260034134479,no,34479,yes,2016-11-05,34479,no,CV DSS mag 21 blue obj
CSS080608:003511+231515,8.79715,23.25419,20080608.43,16.77,806081230034109966,yes,9966,yes,2016-11-05,9966,no,"SN 2008dh 2MASX_J00351050 SDSS mag 15,9"
CSS131022:003514+264453,8.80762,26.74813,20131022.36,18.24,1310221260034120370,no,12037,yes,2016-11-05,12037,yes,"Flare SDSS mag 19,9"
CSS120921:003544-013749,8.9314,-1.63015,20120921.34,18.82,1209210010044118805,yes,11880,yes,2016-11-06,11880,yes,"Flare SDSS mag 22,6"
CSS100916:003551-160324,8.96428,-16.05655,20100916.35,16.05,1009160150044112016,no,11201,yes,2016-11-04,11201,yes,"SN mag 17,8"
CSS130924:003557+102830,8.98556,10.47503,20130924.42,13.41,1309241090044129182,no,12918,no,2016-11-06,12918,yes,HPM LHS_117
CSS101108:003641-033660,9.16973,-3.61663,20101108.2,18.91,1011080040044131101,yes,13110,yes,2016-11-06,13110,yes,"SN SDSS mag 20,6"
CSS131108:003704+141210,9.26659,14.20279,20131108.23,16.9,1311081150044101824,yes,10182,no,2016-11-06,10182,yes,"CV SDSS mag 20,1"
CSS081001:003705-060939,9.26988,-6.16089,20081001.29,19.74,810010070044133087,yes,33087,yes,2016-11-06,33087,no,"SN 2008ix SDSS mag 21,3"
CSS130906:003712+403905,9.30057,40.65136,20130906.4,17.96,1309061400034134866,yes,13486,no,2016-11-05,13486,yes,Nova (Master) M31 2013-08f
CSS160708:003724+062943,9.34863,6.49538,20160708.45,19.15,1607081070044111695,yes,11169,no,2016-11-06,11169,yes,"SN SDSS mag 21,5"
CSS150918:003742+014547,9.42449,1.76305,20150918.28,18.16,1509181010044129523,yes,12952,no,2016-11-06,12952,yes,"SN (PS15bzz) SDSS mag 16,3"
CSS090731:003801-001425,9.5043,-0.24037,20090731.4,18.76,907310010044133633,yes,33633,yes,2016-11-06,33633,yes,"SN SDSS mag 21,6 gal"
CSS130113:003802-135140,9.50722,-13.86102,20130113.09,16.37,1301130120044104936,no,10493,no,2016-11-04,10493,yes,SN 2012gx (SSS) mag 17
CSS091106:003846+190648,9.69252,19.11324,20091106.13,19.03,911061180044136018,yes,36018,no,2016-11-05,36018,yes,"CV SDSS mag >21,5"
CSS090922:003855+185627,9.7285,18.94078,20090922.33,18.83,909221180044138430,yes,38430,no,2016-11-05,38430,yes,"SN SDSS mag 20,9"
CSS080922:003900+191356,9.75122,19.23218,20080922.4,19.33,809221180044128009,yes,28009,yes,2016-11-05,28009,no,SN SDSS mag 22
CSS120127:003939-071615,9.91338,-7.27096,20120127.1,17.35,1201270070044115659,yes,11565,yes,2016-11-06,11565,yes,SN SDSS mag >22
CSS101012:004005-063616,10.02069,-6.60458,20101012.28,19.8,1010120070044125126,yes,12512,yes,2016-11-06,12512,yes,"SN 2010ky SDSS mag 19,3"
CSS130923:004015+430549,10.06251,43.09701,20130923.39,17.57,1309231430034119891,no,11989,yes,2016-10-23,11989,yes,Var LU_And
CSS090729:004034+033229,10.1422,3.54143,20090729.42,15.84,907291040044110908,no,10908,yes,2016-11-06,10908,yes,"SN 2009hr CFHT gal mag 17,9"
CSS150920:004125+271550,10.35356,27.26382,20150920.31,18.0,1509201260044135327,no,13532,no,2016-11-05,13532,yes,SN SDSS mag >22
CSS161106:004134+202046,10.39148,20.34622,20161106.22,19.58,1611061210044109538,yes,10953,no,2016-11-06,10953,yes,"SN (MLS161020) SDSS mag 21,4"
CSS151012:004154+413141,10.47525,41.52798,20151012.33,18.71,1510121400034160762,yes,16076,no,2016-11-05,16076,yes,LPV M31
CSS121112:004232+021732,10.63192,2.29211,20121112.19,19.25,1211121010044139995,yes,13999,yes,2016-11-06,13999,yes,"SN SDSS 22,2"
CSS130924:004234+151746,10.64093,15.29605,20130924.45,19.17,1309241150044116061,yes,11606,no,2016-11-06,11606,yes,"SN (spec) SDSS mag 19,0"
CSS121015:004244+132827,10.68478,13.47403,20121015.25,18.29,1210151120044133047,no,13304,yes,2016-11-06,13304,yes,SN SDSS mag >22
CSS151112:004306+100423,10.7732,10.07293,20151112.23,19.55,1511121090044121320,no,12132,no,2016-11-06,12132,yes,"Flare SDSS mag 21,2"
CSS131028:004306+370332,10.77337,37.05902,20131028.31,15.52,1310281380044109757,yes,10975,no,2016-11-05,10975,yes,"CV SDSS mag 19,2"
CSS141026:004350+411405,10.95785,41.23468,20141026.16,17.7,1410261400044145332,yes,14533,no,2016-11-05,14533,yes,Nova (LOSS) mag >21
CSS100112:004355+052118,10.97909,5.35505,20100112.09,18.58,1001121040044140174,yes,14017,no,2016-11-06,14017,yes,"SN (spec) CFHT mag 22,5 gal"
CSS091220:004412+234425,11.04864,23.74039,20091220.1,19.13,912201230044119403,yes,19403,yes,2016-11-05,19403,yes,"SN 2009nx SDSS mag 21,3 gal"
CSS091120:004417+411854,11.07004,41.31494,20091120.28,17.0,911201400044145995,yes,45995,no,2016-11-05,45995,yes,Nova M31 2009-11d
CSS131014:004421+405522,11.08883,40.92277,20131014.17,17.33,1310141400044135276,yes,13527,no,2016-11-05,13527,yes,Nova M31
CSS081102:004500+222708,11.25127,22.45222,20081102.15,17.85,811021210044141173,yes,41173,yes,2016-11-05,41173,no,CV mag 20 obj
CSS081024:004518+185349,11.32644,18.89707,20081024.28,16.82,810241180044126382,yes,26382,no,2016-11-05,26382,no,CV mag 20
CSS100911:004607+052100,11.52775,5.34999,20100911.38,19.27,1009111040054133182,yes,13318,no,2016-11-06,13318,yes,SN (spec) CSS mag 21
CSS131208:004610+351540,11.54089,35.26099,20131208.11,16.53,1312081350044124158,yes,12415,no,2016-11-05,12415,yes,"CV SDSS mag 22,4"
CSS131111:004614+335010,11.55877,33.83609,20131111.3,15.82,1311111320044149893,yes,14989,no,2016-11-05,14989,yes,HPM LHS_1145
CSS110920:004621-090928,11.58785,-9.15769,20110920.32,17.58,1109200090054128813,no,12881,no,2016-11-04,12881,yes,"SN 2011gg SDSS mag 20,7"
CSS091220:004626+382024,11.6072,38.34009,20091220.15,19.31,912201380044131500,yes,31500,yes,2016-11-05,31500,yes,"CV SDSS mag 22,2"
CSS101031:004714+350853,11.80677,35.14796,20101031.31,18.26,1010311350044119900,yes,11990,yes,2016-11-05,11990,yes,"Flare SDSS mag 22,6"
CSS090925:004807+264621,12.03004,26.77259,20090925.25,18.58,909251260044125490,yes,25490,no,2016-11-05,25490,yes,CV mag 21
CSS081202:004819+210116,12.07922,21.02099,20081202.17,18.84,812021210054119455,yes,19455,yes,2016-11-06,19455,no,Ast
CSS091016:004842-055119,12.1739,-5.8552,20091016.23,19.99,910160070054140630,no,40630,no,2016-11-06,40630,yes,"SN DSS mag 18,7 gal"
CSS120914:004850+074554,12.20743,7.76512,20120914.36,18.45,1209141070054135993,yes,13599,no,2016-10-11,13599,yes,"SN SDSS mag 22,5"
CSS091220:004855+412035,12.22882,41.34316,20091220.16,17.82,912201400044136465,yes,36465,yes,2016-11-05,36465,yes,SN (p60) SDSS mag 22
CSS090204:004902+074726,12.25832,7.79058,20090204.08,18.74,902041070054129652,yes,29652,no,2016-10-11,29652,no,"CV SDSS mag 21,5 blue star"
CSS100112:004911+052252,12.29467,5.381,20100112.09,12.6,1001121040054140508,yes,14050,no,2016-11-06,14050,yes,HPM WD VAN_MAANENS_STAR
CSS110919:004911+052249,12.29551,5.38016,20110919.42,12.65,1109191040054134919,yes,13491,no,2016-11-06,13491,yes,HPM
CSS121006:004911+052244,12.29567,5.37891,20121006.36,12.55,1210061040054136923,yes,13692,no,2016-11-06,13692,yes,HPM VAN_MA
CSS130924:004911+052241,12.29607,5.37809,20130924.42,12.51,1309241040054136913,yes,13691,no,2016-11-06,13691,yes,HPM Van_Maanen
CSS141212:004911+052238,12.29636,5.37726,20141212.14,12.77,1412121040054132778,yes,13277,no,2016-11-06,13277,yes,HPM Wolf_28
CSS160131:004911+052235,12.2967,5.37645,20160131.09,12.6,1601311040054132036,yes,13203,no,2016-11-06,13203,yes,HPM Wolf_28
CSS120212:004943+023704,12.43017,2.61774,20120212.1,17.05,1202121010054134906,no,13490,yes,2016-10-11,13490,yes,Blazar PKS_0047+023
CSS120126:005021+331918,12.58574,33.32159,20120126.11,17.11,1201261320044143471,yes,14347,no,2016-11-05,14347,yes,CV mag 21
CSS130906:005022-045220,12.58972,-4.87228,20130906.36,16.15,1309060040054111996,no,11199,yes,2016-11-06,11199,yes,"Blazar PKS_0047-051 SDSS mag 19,3"
CSS080909:005031+270600,12.62839,27.09995,20080909.33,18.69,809091260054126896,yes,26896,no,2016-10-28,26896,no,"Flare mag 20,1 star"
CSS130208:005037+293016,12.65442,29.50445,20130208.13,17.61,1302081290044124939,yes,12493,no,2016-11-05,12493,yes,"SN SDSS mag 16,9"
CSS151217:005123+263010,12.84667,26.50275,20151217.17,18.55,1512171260054118102,yes,11810,no,2016-10-28,11810,yes,"SN SDSS mag 21,6"
CSS100916:005129-173828,12.86966,-17.64101,20100916.35,18.63,1009160180054126884,no,12688,yes,2016-11-07,12688,yes,"SN mag >21,5"
CSS090213:005152+204134,12.96778,20.69279,20090213.09,18.8,902131210054114598,yes,14598,yes,2016-11-06,14598,no,"SN SDSS mag 20,9 gal"
CSS091026:005153+204017,12.97035,20.67151,20091026.22,15.4,910261210054114797,yes,14797,yes,2016-11-06,14797,yes,"CV mag 18,2"
CSS130114:005219+013635,13.08117,1.60972,20130114.09,18.02,1301141010054127807,no,12780,no,2016-10-11,12780,yes,"Flare SDSS mag 20,1"
CSS140903:005344-045906,13.4348,-4.98494,20140903.45,18.88,1409030040054108840,no,10884,no,2016-11-06,10884,yes,"SN SDSS mag 20,7"
CSS131014:005347+405549,13.44725,40.93014,20131014.17,17.21,1310141400044134796,yes,13479,no,2016-11-05,13479,yes,"CV SDSS mag 18,1"
CSS141120:005348-102720,13.44911,-10.45566,20141120.17,18.96,1411200090054111124,no,11112,no,2016-11-04,11112,yes,"SN SDSS mag 20,8"
CSS090817:005505-024535,13.77131,-2.75985,20090817.39,19.48,908170010054101101,yes,1101,yes,2016-11-06,1101,yes,"AGN SDSS mag 19,9"
CSS130912:005510-101859,13.7918,-10.31634,20130912.34,18.25,1309120090054115627,no,11562,no,2016-11-04,11562,yes,SN (spec) SDSS mag 20
CSS130912:005531-095326,13.87819,-9.89061,20130912.34,18.78,1309120090054121750,no,12175,no,2016-11-04,12175,yes,"Flare SDSS mag 20,1"
CSS120926:005545-211309,13.93749,-21.2193,20120926.33,14.77,1209260210054119103,no,11910,no,2016-11-07,11910,yes,HPM LHS_127
CSS140702:005606+261840,14.02431,26.31103,20140702.42,17.68,1407021260054115784,yes,11578,no,2016-10-28,11578,yes,"SN CGCG_480-022 SDSS mag 14,2"
CSS150924:005628+115103,14.11806,11.85077,20150924.23,18.54,1509241120054107813,no,10781,no,2016-11-06,10781,yes,"SN (UGC 581) SDSS mag 15,1"
CSS101114:005725-005752,14.35281,-0.96434,20101114.24,17.88,1011140010064126302,yes,12630,yes,2016-11-06,12630,yes,"SN 2010ke SDSS mag 19,7"
CSS160903:005811-010751,14.54622,-1.13078,20160903.37,16.0,1609030010064123344,yes,12334,no,2016-11-06,12334,yes,"CV SDSS mag 21,8"
CSS101009:005825+283304,14.60248,28.55118,20101009.29,14.06,1010091290054106863,yes,10686,yes,2016-10-28,10686,yes,"CV mag 19,5"
CSS080923:005911+270037,14.79455,27.01021,20080923.22,18.88,809231260054127186,yes,27186,yes,2016-10-28,27186,no,"SN SDSS mag 20,5 red (p60)"
CSS080920:005959-090032,14.99532,-9.00894,20080920.44,18.24,809200090064119159,no,19159,yes,2016-11-04,19159,no,SN mag >23 SNF20080918-004 No SDSS
CSS140914:010107-101840,15.27934,-10.31111,20140914.35,18.57,1409140090064112622,no,11262,no,2016-11-04,11262,yes,SN (spec) SDSS mag >22
CSS131226:010129+265503,15.36965,26.91752,20131226.19,19.39,1312261260054126854,yes,12685,no,2016-10-28,12685,yes,"AGN mag 20,5"
CSS160829:010136+170605,15.39821,17.10129,20160829.4,16.38,1608291180064102809,yes,10280,no,2016-11-06,10280,yes,"SN (2016fbo) SDSS mag 18,6"
CSS151205:010142+001952,15.42387,0.33114,20151205.13,18.91,1512051010064104562,yes,10456,no,2016-10-29,10456,yes,"SN SDSS mag 21,1"
CSS130930:010157-190652,15.4895,-19.11451,20130930.38,19.12,1309300180064109444,no,10944,no,2016-11-07,10944,yes,SN mag >21
CSS131004:010223+203323,15.59692,20.55627,20131004.27,17.54,1310041210064115696,yes,11569,no,2016-11-06,11569,yes,"SN (spec) SDSS mag 16,8"
CSS131012:010242-215224,15.67475,-21.8733,20131012.3,17.22,1310120210064111333,no,11133,no,2016-11-07,11133,yes,SN (LSQ13cmt) mag 13
CSS090917:010244-192745,15.68179,-19.4626,20090917.34,18.0,909170180064103946,no,3946,yes,2016-11-07,3946,yes,SN 2009jc mag 21 obj
CSS130925:010249-004431,15.70449,-0.74182,20130925.29,18.11,1309250010064131012,yes,13101,no,2016-11-06,13101,yes,"SN (spec) SDSS mag 20,0"
