#CRTS ID,RA (J2000),Dec (J2000),UT Date,Mag,CSS images,SDSS,Others,Followed,Last,LC,FC,Classification
CSS091118:054301-164011,85.75538,-16.66983,20091118.46,15.06,911180150304104379,no,4379,no,2016-11-08,4379,yes,"CV mag 18,8"
CSS161102:054510+064644,86.29073,6.77902,20161102.44,16.72,1611021070314137583,no,13758,no,2016-11-08,13758,yes,"YSO mag 18,0"
CSS111003:054558+022106,86.49273,2.35178,20111003.44,14.48,1110031010314155163,yes,15516,no,2016-11-08,15516,yes,"CV SDSS mag 18,7"
CSS121204:054618+001212,86.57505,0.20332,20121204.41,15.74,1212041010314105958,yes,10595,yes,2016-11-08,10595,yes,"YSO mag 17,0"
CSS101115:054645+001133,86.68751,0.19239,20101115.36,17.55,1011151010314107453,yes,10745,no,2016-11-08,10745,yes,YSO T_TAU L1630N
CSS101214:054712-174223,86.80062,-17.70649,20101214.31,18.47,1012140180304146295,no,14629,yes,2016-11-08,14629,yes,CV mag 21
CSS141120:054743+004059,86.92926,0.68298,20141120.31,18.48,1411201010314119347,yes,11934,no,2016-11-08,11934,yes,"YSO 2MASS_J054742 SDSS mag 20,7"
CSS141130:054812-181450,87.04889,-18.24715,20141130.35,16.09,1411300180304136080,no,13608,no,2016-11-08,13608,yes,"CV mag 19,5"
CSS111130:054824-060938,87.09995,-6.16045,20111130.38,16.28,1111300070314154439,no,15443,yes,2016-11-08,15443,yes,"Flare mag 17,7"
CSS131230:054932-215529,87.38394,-21.92476,20131230.27,17.49,1312300210304116174,no,11617,no,2016-11-08,11617,yes,CV (SSS110324) mag 21
CSS111102:055221-223529,88.08953,-22.59132,20111102.41,18.29,1111020230294162846,no,16284,yes,2016-11-08,16284,yes,Var
CSS131207:055242-124859,88.17345,-12.81642,20131207.37,18.08,1312070120314133166,no,13316,no,2016-11-08,13316,yes,"Flare mag 20,5"
CSS101108:055325-102730,88.35434,-10.45838,20101108.44,17.06,1011080090324123107,no,12310,yes,2016-11-08,12310,yes,YSO
CSS091120:055510-041030,88.79123,-4.17498,20091120.4,14.13,911200040324150271,no,50271,no,2016-11-08,50271,yes,"HPM HL_4 mag 13,9"
CSS130119:055510-041037,88.7916,-4.17702,20130119.16,13.81,1301190040324141041,no,14104,no,2016-11-08,14104,yes,HPM HL_4
CSS141120:055510-041042,88.79196,-4.17823,20141120.33,14.16,1411200040324146816,no,14681,no,2016-11-08,14681,yes,HPM HL_4
CSS120222:055729-134305,89.36926,-13.71798,20120222.17,16.68,1202220120324111615,no,11161,yes,2016-11-08,11161,yes,CV mag 21
CSS080307:055730+001514,89.37526,0.25384,20080307.14,18.51,803071010324106660,yes,6660,no,2016-11-08,6660,no,"CV SDSS mag 22,1"
CSS100114:055813+024057,89.55235,2.68257,20100114.22,14.19,1001141010324182496,yes,18249,no,2016-11-08,18249,yes,"Mira mag 15,0"
CSS100114:055843+000626,89.67826,0.10721,20100114.22,15.65,1001141010324104119,yes,10411,no,2016-11-08,10411,yes,"CV SDSS (red) mag 19,0"
CSS120102:055935-081055,89.89754,-8.18196,20120102.25,17.38,1201020070324109588,no,10958,yes,2016-11-08,10958,yes,CV DSS mag 21
CSS110111:055946-181747,89.94333,-18.29639,20110111.26,18.64,1101110180314143037,no,14303,yes,2016-11-08,14303,yes,Blazar
CSS071206:060031-105208,90.12906,-10.8689,20071206.27,19.01,712060090324111121,no,11121,no,2016-11-08,11121,no,"CV (SSS) no PQ mag >21,5"
CSS080207:060038-080945,90.15661,-8.16243,20080207.2,16.35,802070070324109056,no,9056,no,2016-11-08,9056,no,"CV CSS mag 19,8"
CSS121204:060243-104736,90.67776,-10.79332,20121204.4,12.79,1212040090324112508,no,11250,no,2016-11-08,11250,yes,Mira mag 14
CSS140111:060437-123740,91.15336,-12.62771,20140111.27,14.93,1401110120324135424,no,13542,no,2016-11-08,13542,yes,"SN (SNhunt223) mag 12,5"
CSS091215:060708-060335,91.78363,-6.05978,20091215.39,17.96,912150070334159641,no,59641,yes,2016-10-22,59641,yes,YSO mag 21
CSS160103:060825-091830,92.10356,-9.30843,20160103.29,18.54,1601030090334163193,no,16319,no,2016-10-22,16319,yes,"CV mag 21,5"
CSS091110:060919-064155,92.33048,-6.69871,20091110.5,12.74,911100070334153394,no,53394,yes,2016-10-22,53394,yes,FU Ori mag 14
CSS110207:061026-162859,92.60646,-16.48305,20110207.2,16.83,1102070150324113956,no,11395,yes,2016-11-08,11395,yes,"CV mag 19,5"
CSS161013:061443+571643,93.68036,57.27874,20161013.35,18.53,1610131570194117494,no,11749,no,2016-11-10,11749,yes,CV (PS1_15aaf) mag 21
CSS111230:061645+495133,94.1874,49.85903,20111230.38,18.89,1112301490234160140,no,16014,yes,2016-11-10,16014,yes,Flare mag 21
CSS131223:062450+503111,96.20833,50.51973,20131223.38,14.76,1312231490234178647,no,17864,no,2016-11-10,17864,yes,CV mag 18
CSS131223:062651+520745,96.71451,52.12912,20131223.35,18.09,1312231520224138706,no,13870,no,2016-11-10,13870,yes,CV mag 21
CSS130208:063425+434514,98.60403,43.75387,20130208.23,18.36,1302081430274150136,no,15013,no,2016-11-09,15013,yes,"CV mag >21,5"
CSS091026:063438+412047,98.65801,41.34627,20091026.4,16.94,910261400284160650,no,60650,yes,2016-11-09,60650,yes,CV mag 21
CSS140310:063539+454050,98.91423,45.68065,20140310.17,15.48,1403101460254114460,yes,11446,no,2016-11-10,11446,yes,"CV SDSS mag 19,5"
CSS140402:063817+424931,99.57278,42.82516,20140402.18,17.02,1404021430274113807,no,11380,no,2016-11-09,11380,yes,CV mag 20
CSS120126:063845+672022,99.68781,67.33957,20120126.3,17.84,1201261660164154694,no,15469,yes,2016-11-10,15469,yes,"SN 2012ad DSS mag 20,5"
CSS161023:063918+572311,99.8235,57.38627,20161023.43,15.93,1610231570204118948,no,11894,no,2016-11-10,11894,yes,CV mag 21
CSS121210:064002+355045,100.00659,35.84581,20121210.27,13.97,1212101350304169390,yes,16939,no,2016-11-09,16939,yes,"Var mag 14,7"
CSS110502:064306+550437,100.77381,55.07689,20110502.15,18.94,1105021550224130765,no,13076,no,2016-11-10,13076,yes,SN DSS mag 20
CSS121210:064342+521234,100.92453,52.20935,20121210.2,17.7,1212101520234135082,no,13508,no,2016-11-10,13508,yes,SN 2012hz mag 14 2MASX_J064342
CSS080512:064608+403305,101.5343,40.55142,20080512.14,16.16,805121400284123122,no,23122,yes,2016-11-09,23122,no,CV base mag ~21 burst DSS
CSS150209:064643+412100,101.67892,41.34992,20150209.27,16.21,1502091400284150550,no,15055,no,2016-11-09,15055,yes,CV mag >21
CSS090426:064659+483051,101.74447,48.5142,20090426.13,17.0,904261490254112539,no,12539,yes,2016-11-10,12539,no,"CV mag 19,8"
CSS130906:064726+491542,101.85692,49.26167,20130906.47,13.92,1309061490254137729,no,13772,no,2016-11-10,13772,yes,CV (Master) 1RXS_J064725
CSS091029:064729+495027,101.87205,49.84091,20091029.4,13.33,910291490254147891,no,47891,no,2016-11-10,47891,yes,"CV mag 16,3"
CSS091026:064805+414702,102.01879,41.78382,20091026.4,15.73,910261400294164657,no,64657,yes,2016-11-09,64657,yes,"CV mag 20,5"
CSS110428:064906+370632,102.27342,37.10897,20110428.14,12.94,1104281380304112024,yes,11202,no,2016-11-09,11202,yes,HPM LHS 220
CSS151122:064906+370625,102.27395,37.10705,20151122.43,12.76,1511221380304114474,yes,11447,no,2016-11-09,11447,yes,HPM LHS_220
CSS110413:065037+413053,102.65253,41.51476,20110413.13,16.66,1104131400294149908,no,14990,no,2016-11-09,14990,yes,CV 1AXG_J065037+4130
CSS151112:065857+504936,104.73561,50.82654,20151112.4,17.28,1511121520244101103,no,10110,no,2016-11-10,10110,yes,"CV (Master) mag >21,5"
CSS100106:070037+315720,105.15279,31.95558,20100106.26,18.13,1001061320334228647,no,22864,no,2016-10-31,22864,yes,HPM BD 2MASS_J07003664+3157266
CSS110429:070149+395951,105.45382,39.99755,20110429.14,13.57,1104291400294112297,yes,11229,no,2016-11-09,11229,yes,Mira
CSS130121:070249+361448,105.70299,36.24675,20130121.25,18.85,1301211350324164342,no,16434,yes,2016-11-09,16434,yes,SN mag 21
CSS080309:070501+372505,106.25441,37.41811,20080309.18,19.04,803091380314119072,no,19072,yes,2016-11-09,19072,no,CV DSS mag >22
CSS131027:070518+420549,106.32319,42.09687,20131027.4,15.91,1310271400304156612,no,15661,no,2016-10-29,15661,yes,"CV mag 20,2"
CSS110128:070709+335300,106.78842,33.88345,20110128.34,17.92,1101281350324101650,no,10165,yes,2016-11-09,10165,yes,SN DSS mag 20
CSS161024:070822+605339,107.09369,60.89423,20161024.42,15.02,1610241600204126524,no,12652,no,2016-11-10,12652,yes,HPM LHS_1897
CSS151216:070856+334109,107.23184,33.68597,20151216.48,18.89,1512161320334177372,no,17737,no,2016-10-31,17737,yes,"SN mag >21,5"
CSS130207:071118+362711,107.82539,36.45302,20130207.18,16.48,1302071350324174129,no,17412,no,2016-11-09,17412,yes,"CV mag 20,0"
CSS081231:071126+440405,107.85828,44.06806,20081231.4,15.72,812311430294141229,no,41229,yes,2016-10-27,41229,no,"CV polar eclipsing mag 18,0"
CSS121013:071305+573810,108.26889,57.63603,20121013.41,18.32,1210131570224128099,no,12809,no,2016-11-10,12809,yes,"Blazar mag 19,5"
CSS110930:071342+402826,108.42621,40.474,20110930.42,18.45,1109301400304127819,yes,12781,yes,2016-10-29,12781,yes,"SN SDSS mag 20,6"
CSS091216:071540+351428,108.91558,35.24124,20091216.32,17.45,912161350334131339,no,31339,no,2016-10-29,31339,yes,"SN 2009mv DSS mag 18,8"
CSS161023:071553+580105,108.97044,58.01799,20161023.43,15.14,1610231570224126275,no,12627,no,2016-11-10,12627,yes,HPM NLTT_17575
CSS081002:071648+354316,109.19858,35.72104,20081002.44,16.95,810021350334149473,no,49473,yes,2016-10-29,49473,no,CV mag 21 DSS blue obj
CSS101102:071716+452304,109.3156,45.38435,20101102.39,17.87,1011021460284108638,no,10863,no,2016-10-27,10863,yes,"SN 2010jz mag 19,5"
CSS100115:071919+330709,109.83089,33.11925,20100115.24,16.02,1001151320344156239,no,15623,no,2016-10-31,15623,yes,"Blazar z=0,779 QSO_B0716+332"
CSS091111:071921+352111,109.83574,35.35319,20091111.42,17.78,911111350334136722,no,36722,no,2016-10-29,36722,yes,"CV mag 20,5"
CSS090128:071924+292343,109.85029,29.39517,20090128.13,18.73,901281290354135798,no,35798,yes,2016-11-07,35798,no,CV DSS mag 21 obj (P60)
CSS130121:071946+324534,109.94211,32.75933,20130121.25,18.49,1301211320344144585,no,14458,no,2016-10-31,14458,yes,CV mag >21
CSS091116:072002+523421,110.00676,52.57255,20091116.27,18.3,911161520254139263,no,39263,no,2016-11-10,39263,yes,CV mag 21
CSS111124:072144+663838,110.43529,66.64391,20111124.35,16.59,1111241660174140627,yes,14062,no,2016-11-10,14062,yes,"CV SDSS mag 19,5"
CSS090128:072211+260255,110.54438,26.0485,20090128.13,17.01,901281260364122178,yes,22178,yes,2016-11-10,22178,no,CV blue mag 20 obj (P60)
CSS090401:072241+283017,110.67014,28.50465,20090401.17,13.31,904011290354105973,yes,5973,no,2016-11-07,5973,no,CV AW Gem mag 18
CSS121210:072257+360621,110.73905,36.10572,20121210.27,18.1,1212101350334155040,yes,15504,yes,2016-10-29,15504,yes,"Blazar SDSS mag 20,2"
CSS151106:072313+505008,110.8029,50.83559,20151106.37,15.51,1511061520254101604,no,10160,no,2016-11-10,10160,yes,"CV mag 20,3"
CSS160131:072318+454821,110.82306,45.8058,20160131.19,18.17,1601311460284115377,no,11537,no,2016-10-27,11537,yes,"Flare mag 18,7"
CSS140205:072343+220006,110.92739,22.00176,20140205.17,17.06,1402051210384165015,yes,16501,no,2016-11-10,16501,yes,"CV (MLS120328) mag 20,5"
CSS160227:072522+245608,111.34129,24.93546,20160227.12,18.77,1602271230374166444,yes,16644,no,2016-11-10,16644,yes,"SN SDSS mag 21,7"
CSS151103:072540+543117,111.41484,54.52146,20151103.46,18.82,1511031550244117096,no,11709,no,2016-11-10,11709,yes,Blazar 87GB_07213
CSS141005:072557+222302,111.48844,22.38383,20141005.49,18.27,1410051210384177751,yes,17775,no,2016-11-10,17775,yes,"Flare mag 19,7"
CSS110209:072612+462604,111.55083,46.43451,20110209.33,17.29,1102091460284125765,no,12576,yes,2016-10-27,12576,yes,"CV mag 20,5"
CSS130114:072652+612514,111.71504,61.42064,20130114.23,18.33,1301141600214150936,no,15093,yes,2016-11-10,15093,yes,Blazar
CSS121220:072654+182521,111.72695,18.42242,20121220.29,18.8,1212201180394146401,no,14640,no,2016-10-30,14640,yes,"Flare mag 19,6"
CSS140326:072825+384157,112.10353,38.6991,20140326.14,16.63,1403261380334142423,yes,14242,no,2016-11-06,14242,yes,"CV SDSS mag 20,5"
CSS131102:072952+315851,112.46646,31.9807,20131102.42,18.87,1311021320354124799,yes,12479,no,2016-11-07,12479,yes,"AGN SDSS mag 19,9"
CSS141025:073042+481140,112.67707,48.19438,20141025.37,12.49,1410251490274105412,no,10541,no,2016-11-06,10541,yes,HPM LHS_229
CSS151001:073047+481007,112.69569,48.16851,20151001.49,14.41,1510011490274103763,no,10376,no,2016-11-06,10376,yes,HPM EGGR_52
CSS090911:073056+425636,112.73136,42.9432,20090911.46,15.56,909111430304113562,yes,13562,yes,2016-11-06,13562,yes,CV SDSS mag 23 star?
CSS160303:073127+410257,112.86293,41.04912,20160303.21,18.26,1603031400324131366,yes,13136,no,2016-11-06,13136,yes,SN SDSS mag >22
CSS120301:073208+413009,113.03389,41.50258,20120301.1,18.89,1203011400324135123,yes,13512,no,2016-11-06,13512,yes,"CV SDSS_073208 mag 20,5"
CSS100408:073324+365005,113.35135,36.83463,20100408.13,17.74,1004081380334102480,yes,10248,yes,2016-11-06,10248,yes,"Blazar SDSS mag >22,5"
CSS160226:073325+373745,113.35608,37.62914,20160226.24,15.4,1602261380334117968,yes,11796,no,2016-11-06,11796,yes,"CV SDSS mag 22,1"
CSS091111:073339+212201,113.41366,21.36699,20091111.48,16.94,911111210394140913,yes,40913,no,2016-11-10,40913,yes,"CV mag 19,5"
CSS130131:073348+443305,113.45157,44.55143,20130131.32,18.54,1301311430304145952,yes,14595,no,2016-11-06,14595,yes,"SN SDSS 19,0"
CSS130214:073358+303038,113.49062,30.51046,20130214.18,12.52,1302141290364160994,yes,16099,no,2016-11-07,16099,yes,LPV
CSS130302:073419+271309,113.57772,27.21929,20130302.25,16.17,1303021260374143723,yes,14372,no,2016-11-10,14372,yes,"CV SDSS mag 20,0"
CSS150207:073443+504229,113.67811,50.708,20150207.33,14.56,1502071490284143743,no,14374,no,2016-11-06,14374,yes,"CV mag 19,7"
CSS120210:073508+394354,113.7851,39.73173,20120210.29,18.93,1202101400324103979,yes,10397,yes,2016-11-06,10397,yes,SN mag 21
CSS110310:073609+472716,114.03756,47.45431,20110310.22,18.47,1103101460294148007,yes,14800,no,2016-10-27,14800,yes,"SN 2011ax SDSS mag 21,0"
CSS150309:073731+234523,114.38083,23.75648,20150309.23,18.88,1503091230384129067,yes,12906,no,2016-11-10,12906,yes,SN (PS15hc) SDSS mag 21
CSS110301:073759+205545,114.49393,20.92909,20110301.21,15.76,1103011210394137153,yes,13715,no,2016-11-10,13715,yes,"CV SDSS mag 20,0"
CSS111024:073832+445339,114.63178,44.89418,20111024.48,17.87,1110241430314158229,yes,15822,yes,2016-11-06,15822,yes,"Flare SDSS mag 20,3"
CSS160116:073858+103858,114.7416,10.64936,20160116.34,17.98,1601161090414163632,yes,16363,no,2016-01-28,16363,yes,"CV SDSS mag 20,6"
CSS141215:073913+400446,114.80281,40.07955,20141215.27,17.19,1412151400324112534,yes,11253,no,2016-11-06,11253,yes,AGN mag 18
CSS080303:073921+222454,114.83817,22.415,20080303.1,18.63,803031210394160572,yes,60572,no,2016-11-10,60572,no,"CV SDSS mag 22,4 burst PQ"
CSS111118:074033+240900,115.13648,24.15011,20111118.45,18.57,1111181230384140281,yes,14028,yes,2016-11-10,14028,yes,"SN SDSS mag 23,1"
CSS090426:074240+544425,115.66575,54.74031,20090426.17,15.44,904261550254119759,no,19759,yes,2016-11-10,19759,no,Blazar 2EG J0744+5438
CSS111103:074400+415504,116.00201,41.91769,20111103.44,16.99,1111031400324158535,yes,15853,no,2016-11-06,15853,yes,"CV SDSS mag 20,7"
CSS091029:074420+325448,116.082,32.91337,20091029.44,18.55,910291320364139094,yes,39094,no,2016-11-07,39094,yes,"CV SDSS mag 21,6"
CSS141116:074446+401349,116.19143,40.23026,20141116.4,18.26,1411161400324115580,yes,11558,no,2016-11-06,11558,yes,CV SDSS mag 22
CSS130923:074557+232216,116.48867,23.37125,20130923.49,18.51,1309231230394117279,yes,11727,no,2016-11-10,11727,yes,"SN (spec) SDSS 2MASS_J074556 mag 14,9"
CSS151206:074640+273459,116.66834,27.58305,20151206.28,18.94,1512061260384150348,yes,15034,no,2016-11-07,15034,yes,"Blazar 87GB_07433 SDSS mag 21,4"
CSS110404:074641+173413,116.66919,17.57022,20110404.18,17.24,1104041180404115397,yes,11539,no,2016-10-30,11539,yes,CV SDSS_J074640+173412
CSS160401:074653+390122,116.71986,39.02283,20160401.15,15.83,1604011380344147227,yes,14722,no,2016-11-06,14722,yes,"SN (2016bam) SDSS mag 31,1"
CSS131214:074805+061830,117.02279,6.30844,20131214.31,16.91,1312141070424119491,yes,11949,no,2016-02-06,11949,yes,CV mag 21
CSS110925:074818+202153,117.07339,20.36483,20110925.5,13.24,1109251210404110806,yes,11080,no,2016-11-10,11080,yes,HPM LHS 238
CSS101115:074820+245759,117.08311,24.96631,20101115.39,18.05,1011151230394154571,yes,15457,yes,2016-11-10,15457,yes,"CV (spec) SDSS mag 22,9"
CSS111216:074836+240024,117.15061,24.00659,20111216.45,16.19,1112161230394126529,yes,12652,yes,2016-11-10,12652,yes,Blazar PKS_0745+241
CSS160114:074848+543544,117.20066,54.59568,20160114.27,18.04,1601141550254119623,no,11962,no,2016-11-10,11962,yes,"SN (SNHunt299) mag 13,8"
CSS151120:074900+312513,117.24807,31.4202,20151120.35,15.86,1511201320364108282,yes,10828,no,2016-11-07,10828,yes,"CV (SDSS_J074859) eclipsing SDSS mag 15,9"
CSS090331:074928+190452,117.36669,19.08112,20090331.13,16.9,903311180414149579,yes,49579,yes,2016-10-30,49579,no,"CV SDSS mag 20,9 star"
CSS091126:075000+182311,117.50123,18.38646,20091126.4,17.27,911261180414138295,yes,38295,yes,2016-10-30,38295,yes,"Blazar SDSS mag 19,7"
CSS160212:075033+102127,117.63723,10.35747,20160212.29,18.85,1602121090424155510,yes,15551,no,2016-02-12,15551,yes,"AGN SDSS mag 20,1"
CSS091115:075100+141150,117.74988,14.19728,20091115.42,16.86,911151150414104403,yes,4403,no,2016-03-04,4403,yes,"CV SDSS mag 19,0 J0750+1411"
CSS150208:075107+300628,117.78123,30.1079,20150208.22,15.43,1502081290374141264,yes,14126,no,2016-11-07,14126,yes,"CV SDSS mag 19,8"
CSS130317:075117+100016,117.82081,10.00458,20130317.22,16.72,1303171090424146629,yes,14662,no,2016-02-11,14662,yes,"CV SDSS mag 18,4"
CSS130429:075121+314655,117.83652,31.782,20130429.15,18.53,1304291320374114290,yes,11429,no,2016-10-31,11429,yes,"CV SDSS mag 22,3"
CSS161007:075154+331320,117.97364,33.22214,20161007.48,16.57,1610071320374137623,yes,13762,no,2016-10-31,13762,yes,"Blazar (0748+333) SDSS mag 19,6"
CSS140208:075255+530531,118.22898,53.09197,20140208.21,15.72,1402081520274133784,yes,13378,no,2016-11-08,13378,yes,"CV (ASASSN-13ac) SDSS mag 21,4"
CSS100412:075259+052930,118.24537,5.49163,20100412.14,17.79,1004121040434181465,yes,18146,yes,2016-11-09,18146,yes,"SN 2010ci SDSS mag 15,1 CGCG_030-024"
CSS100407:075332+375801,118.38325,37.96682,20100407.19,16.84,1004071380344122080,yes,12208,yes,2016-11-06,12208,yes,"CV SDSS mag 21,3"
CSS131110:075414+390330,118.55686,39.05827,20131110.39,18.26,1311101380344149031,yes,14903,no,2016-11-06,14903,yes,"SN SDSS mag 22,8"
CSS110414:075414+313216,118.56039,31.53773,20110414.18,14.76,1104141320374107841,yes,10784,no,2016-10-31,10784,yes,"CV SDSS mag 19,6"
CSS130131:075419+381225,118.57799,38.20694,20130131.32,14.74,1301311380344128824,yes,12882,no,2016-11-06,12882,yes,"CV SDSS mag 23,0"
CSS150124:075450+091019,118.70897,9.17199,20150124.3,17.3,1501241090424118194,yes,11819,no,2016-02-11,11819,yes,"CV SDSS mag 21,1"
CSS100304:075505+185749,118.77145,18.96359,20100304.25,18.97,1003041180414145217,yes,14521,no,2016-10-30,14521,yes,"SN SDSS mag 21,6"
CSS141223:075514+414556,118.80857,41.76553,20141223.27,18.76,1412231400334143673,yes,14367,no,2016-11-06,14367,yes,"SN SDSS mag 21,2"
CSS080303:075520+203908,118.83133,20.65234,20080303.1,19.2,803031210404117636,yes,17636,yes,2016-11-10,17636,no,SN 2008bb SDSS mag >22
CSS151203:075529+520928,118.86936,52.15785,20151203.33,16.6,1512031520274124906,yes,12490,no,2016-11-08,12490,yes,"SN SDSS mag 16,8"
CSS140914:075541+264619,118.91919,26.77188,20140914.49,16.88,1409141260394124755,yes,12475,no,2016-10-31,12475,yes,"SN SDSS mag 19,5"
CSS120519:075615+440205,119.06179,44.03471,20120519.16,17.5,1205191430324126387,yes,12638,no,2016-11-06,12638,yes,"SN CGCG_207-006 mag 15,6"
CSS080406:075648+305805,119.20008,30.96818,20080406.16,17.05,804061290384155040,yes,55040,yes,2016-11-07,55040,no,CV SDSS 21 mag star
CSS091029:075648+320527,119.20126,32.09078,20091029.43,18.97,910291320374121747,yes,21747,no,2016-10-31,21747,yes,"SN SDSS mag 21,4 gal"
CSS091022:075714+222253,119.30758,22.38142,20091022.44,18.31,910221210414156657,yes,56657,no,2016-10-30,56657,yes,"CV SDSS mag 21,2 Wils_et_al_2009"
CSS071106:075747+305307,119.44569,30.88533,20071106.4,18.53,711061290384148328,yes,48328,no,2016-11-07,48328,no,"SN (MLS) SDSS mag >22,5"
CSS130403:075819+262406,119.57998,26.40153,20130403.16,18.34,1304031260394120564,yes,12056,no,2016-10-31,12056,yes,"SN SDSS 16,7"
CSS120113:075900+270957,119.75196,27.16587,20120113.46,18.71,1201131260394127203,yes,12720,yes,2016-10-31,12720,yes,"SN 2012L SDSS mag 16,1"
CSS111027:075959+211936,119.99694,21.32674,20111027.43,18.91,1110271210414133893,yes,13389,yes,2016-10-30,13389,yes,"CV (spec) SDSS mag 23,0"
CSS131002:080005+400532,120.02092,40.09219,20131002.5,18.16,1310021400344113215,yes,11321,no,2016-11-02,11321,yes,"SN (spec) SDSS mag 20,2"
CSS160121:080034+192416,120.14108,19.40458,20160121.32,15.95,1601211180424141819,yes,14181,no,2016-11-05,14181,yes,CV SDSS_J080033
CSS130103:080252+162813,120.71669,16.47033,20130103.36,18.92,1301031150424151613,yes,15161,yes,2016-10-25,15161,yes,"SN SDSS mag >22,5"
CSS110404:080304+251628,120.76667,25.27449,20110404.21,15.3,1104041230404151904,yes,15190,no,2016-10-30,15190,yes,CV J0803+2516
CSS150119:080305+345632,120.77291,34.94222,20150119.42,14.56,1501191350364120603,yes,12060,no,2016-11-06,12060,yes,HPM LHS_243
CSS130103:080306+345635,120.77333,34.94302,20130103.22,14.57,1301031350364121228,yes,12122,no,2016-11-06,12122,yes,HPM LHS_243
CSS141127:080306+292427,120.77387,29.40745,20141127.42,18.84,1411271290384124451,yes,12445,no,2016-11-07,12445,yes,"AGN SDSS mag 20,2"
CSS080210:080306+115121,120.77536,11.85577,20080210.19,19.69,802101120434114983,yes,14983,no,2016-11-09,14983,no,SN SDSS mag >22
CSS110328:080307+284856,120.7791,28.81559,20110328.21,15.67,1103281290384113038,yes,11303,no,2016-11-07,11303,yes,"CV mag 19,8 Wils_SDSSJ080306"
CSS131014:080316+213014,120.81597,21.50375,20131014.5,18.87,1310141210414137770,yes,13777,no,2016-10-30,13777,yes,"SN (MLS130930) SDSS mag 21,0"
CSS091116:080428+363104,121.11848,36.51784,20091116.36,18.94,911161350364152378,yes,52378,no,2016-11-06,52378,yes,"CV SDSS mag 21,9"
CSS081025:080514+405025,121.30777,40.84016,20081025.41,18.73,810251400344125487,yes,25487,yes,2016-11-02,25487,no,"CV SDSS mag 22,5"
CSS130924:080531+321902,121.37987,32.31735,20130924.48,18.43,1309241320384122843,yes,12284,no,2016-11-07,12284,yes,"SN (spec) SDSS mag 22,2"
CSS111230:080552+383538,121.46574,38.59387,20111230.41,17.63,1112301380354137481,yes,13748,yes,2016-11-10,13748,yes,"Blazar SDSS mag 20,4"
CSS140311:080701+554739,121.75439,55.79416,20140311.2,16.78,1403111550264133306,yes,13330,no,2016-11-08,13330,yes,"CV SDSS mag 20,4"
CSS090317:080730+153442,121.87372,15.57832,20090317.15,17.04,903171150424136883,yes,36883,yes,2016-10-25,36883,no,"CV outbursts SDSS mag 22,0"
CSS141030:080800+112539,122.00054,11.4275,20141030.45,17.53,1410301120434103505,yes,10350,no,2016-11-09,10350,yes,"Var SDSS mag 18,1"
CSS160227:080826+314126,122.10817,31.69043,20160227.19,18.98,1602271320384111174,yes,11117,no,2016-11-07,11117,yes,"AGN SDSS mag 20,4"
CSS080305:080846+313106,122.19245,31.51837,20080305.12,14.66,803051320384107064,yes,7064,no,2016-11-07,7064,no,"CV SDSS mag 18,7 Cnc SDSS"
CSS080416:080854+355053,122.22386,35.84814,20080416.15,16.16,804161350364129084,yes,29084,yes,2016-11-06,29084,no,"CV SDSS 19,6 mag star"
CSS120120:080941+171528,122.42237,17.25784,20120120.21,16.3,1201201180424110668,yes,11066,yes,2016-11-05,11066,yes,"CV SDSS mag 20,5"
CSS100108:081031+002429,122.62756,0.40795,20100108.32,17.42,1001081010444113640,yes,11364,yes,2016-11-09,11364,yes,"CV (spec) CSS mag 19,2"
CSS111130:081041-011123,122.6726,-1.18979,20111130.44,17.3,1111300010444152229,yes,15222,no,2016-02-29,15222,yes,"CV mag 20,2"
CSS111225:081044+402530,122.68145,40.4249,20111225.34,18.87,1112251400344119989,yes,11998,no,2016-11-02,11998,yes,"SN 2011ju SDSS mag 21,9"
CSS130206:081105+040138,122.77224,4.02718,20130206.22,13.01,1302061040444139121,yes,13912,no,2016-11-09,13912,yes,Mira mag 14
CSS111030:081117+152003,122.82138,15.33414,20111030.46,16.23,1110301150434131503,yes,13150,no,2016-10-25,13150,yes,"CV SDSS mag 22,5"
CSS090930:081208+131825,123.03182,13.30685,20090930.48,14.45,909301120444140061,yes,40061,no,2016-11-09,40061,yes,"CV mag 19,2 V877_Ara"
CSS080228:081210+040352,123.04267,4.0644,20080228.21,18.81,802281040444132343,yes,32343,no,2016-11-09,32343,no,"CV eclipsing SDSS mag 22,4"
CSS120210:081237+161946,123.15231,16.32931,20120210.25,17.58,1202101150434141552,yes,14155,no,2016-10-25,14155,yes,"CV SDSS mag 22,3"
CSS130115:081249+461700,123.20438,46.28339,20130115.22,18.39,1301151460314123896,yes,12389,no,2016-11-05,12389,yes,"SN (spec) SDSS mag 20,4"
CSS081204:081255+361204,123.22747,36.20122,20081204.38,20.01,812041350374140122,yes,40122,yes,2016-11-02,40122,no,SN SDSS mag >22
CSS140304:081408+090759,123.53511,9.13311,20140304.17,14.3,1403041090444115966,yes,11596,no,2016-11-09,11596,yes,"CV (SDSS_J081408) SDSS mag 20,5"
CSS080303:081413+271939,123.55479,27.32749,20080303.11,18.5,803031260404130741,yes,30741,no,2016-11-07,30741,no,SN SDSS mag >22 obj
CSS090418:081414+242340,123.55662,24.3945,20090418.12,19.29,904181230414133280,yes,33280,yes,2016-11-05,33280,no,"SN SDSS mag 22,6 gal"
