Dec (J2000),SDSS,count,mag_info,mag_max,mag_mean,mag_median,mag_min,mag_std,magerr_max,magerr_mean,magerr_std,mjd_std,baseline,mag_baseline
7.76512,1,37,18.45,21.3042,19.11811081081081,18.724,18.1569,0.8952599857594997,0.624142229593961,0.2014796153028012,0.1183808786917018,313.4082637715948,2157.1734358682006,3.1473000000000013
30.04685,1,320,14.67,17.2883,16.611306562499998,16.89795,13.5713,0.8501175036912193,0.140804157533609,0.0787530484115684,0.0104151002165273,943.7951955114952,3057.774683310199,3.716999999999999
25.21534,0,36,16.69,21.1199,18.61992777777778,18.23985,16.5638,1.449759496825222,0.5714708134326899,0.2050785048965644,0.1352587655138149,800.7499504704928,2579.9618458100013,4.556100000000001
16.95747,1,213,19.58,21.144,19.715704225352116,19.6963,18.6562,0.4745226373220981,0.52087072201724,0.2452932073464815,0.0683668034759614,678.7717447915453,2858.0728814006,2.4878
26.74005,1,16,19.46,21.4932,20.1621625,20.17605,19.2544,0.7585664311713248,0.525468731037611,0.3251451162988468,0.122109606575221,394.1327784690585,1554.8218219793052,2.238800000000001
22.36022,1,5,20.08,20.944000000000003,20.45488,20.4692,20.0754,0.3708324311599535,0.345934445189571,0.2982110266929552,0.0470027547162207,10.198640518546895,22.81844675940374,0.8686000000000043
26.37473,1,55,18.94,21.1505,19.98063090909091,20.0315,18.703,0.6060088490591922,0.725393718090489,0.296469335365716,0.1150722246188395,736.0505585503207,2591.970002476897,2.4475000000000016
-19.50736,0,173,19.44,20.6082,19.31291098265896,19.2897,18.1349,0.4472489718756169,0.429129002251806,0.2095410352927434,0.0535546235385023,863.6740037072354,2957.9710493749008,2.473300000000002
14.58111,1,311,14.84,18.6761,17.750017363344053,17.7833,14.8259,0.461143587484621,0.4518806341563079,0.1181219403241955,0.0377395537181966,878.512236344743,3096.725682477001,3.850200000000001
-2.3453,1,64,18.13,21.2426,19.0635609375,18.746,17.5013,0.8819462558972445,0.560715449354297,0.1996007115571998,0.1124720579695614,928.9060004435904,2905.988294722003,3.741299999999999
33.36442,0,50,17.67,21.3185,18.736166,18.21085,17.2543,1.191356788452492,0.5883508708884411,0.2145292493725979,0.1371174567482344,905.3019871549498,2951.038857314801,4.0642
-8.82478,0,53,13.54,13.5876,13.554477358490566,13.5537,13.5303,0.0127269496241001,0.0534730758808205,0.0526436221842496,0.0004017078962109,202.61788135131064,697.0590489352908,0.0572999999999996
0.08894,1,4,18.84,18.8363,18.62665,18.6306,18.4091,0.187222514671714,0.154556142869111,0.141639690796034,0.0110568302908192,0.0094828034159991,0.0220273956074379,0.4272000000000027
-7.79284,0,123,12.81,14.9791,13.45179105691057,13.1067,11.8278,1.0034157179933385,0.0884881484878724,0.0555191479247892,0.0070494938143233,986.4271140121728,3088.6773171295063,3.151300000000001
6.94296,1,344,15.9,19.3974,18.27740639534884,18.3897,15.6634,0.646939845766678,0.5117620254432461,0.1435182269119398,0.0499129012738303,927.7592628644384,3081.7639947915013,3.7340000000000018
-9.47399,0,21,18.94,21.2835,19.998061904761904,20.0007,18.9315,0.7993121752333,0.568428293287317,0.2987518994731963,0.1356471390191094,369.5810062283458,1401.173884386706,2.3520000000000003
12.10724,0,4,18.77,19.053,18.92225,18.9351,18.7658,0.1248774465893146,0.17344150048859,0.1645850637588465,0.0085645228166011,0.0096448401400848,0.0224160184006905,0.2872000000000021
26.27839,1,45,18.71,21.7661,19.623606666666667,19.9552,17.6532,1.2245579841499763,0.542594324643371,0.2753947278239985,0.1421133224512222,609.881406187906,2318.8020245833977,4.112900000000003
-9.29484,1,119,19.09,20.9993,20.08658151260504,20.1182,19.0269,0.4058299982159161,0.495180937452897,0.3003567521829096,0.0658544957911269,882.6949577266579,2968.922007002402,1.9724000000000004
14.52818,1,85,18.91,21.3488,20.185157647058823,20.3037,18.6568,0.7388438826618097,0.533975464329886,0.3221212556165522,0.1130747259840281,806.173178514507,2951.872805879408,2.692
60.18339,1,40,18.81,21.1889,19.7812,19.62485,19.0464,0.5467447325435344,0.545280384557757,0.2676026076122138,0.0836180005787447,552.411278327796,1563.902939826301,2.142500000000002
49.22243,1,265,16.61,19.4565,17.743138113207547,17.7644,16.5828,0.4773213996666859,0.274278568008034,0.1071136998541354,0.0230714448098438,830.7560618359103,2874.160140787186,2.8736999999999995
15.3999,1,217,20.04,21.3286,19.946689861751157,19.9064,15.0546,0.57372632161943,0.557535347099384,0.2781586519976461,0.0788969283742733,756.1762754494438,2886.0310939006013,6.274000000000001
